accx,accy,accz
-0.0053,0.3231,0.97
-0.0058,0.326,0.9813
-0.0063,0.327,0.9901
-0.0121,0.3333,1.0018
-0.0097,0.3363,1.0057
-0.0156,0.3373,1.0194
-0.0151,0.3426,1.015
-0.0161,0.3505,1.016
-0.0078,0.3549,1.0013
-0.0009,0.3612,0.9935
0.0026,0.3651,0.9818
0.0114,0.3715,0.9641
0.0118,0.373,0.9549
0.0157,0.3774,0.9466
0.0182,0.3788,0.9412
0.0167,0.3774,0.9324
0.0172,0.3769,0.9334
0.0167,0.3788,0.9363
0.0172,0.3764,0.9432
0.0197,0.3759,0.9471
0.0138,0.3695,0.9666
0.0099,0.3603,0.9847
0.0065,0.3588,0.9974
0.005,0.3495,1.0052
0.0031,0.3412,1.0126
0.0011,0.3294,1.0336
-0.0048,0.3177,1.0575
-0.0073,0.3114,1.0658
-0.0082,0.305,1.0702
-0.0082,0.2933,1.0824
-0.0102,0.2884,1.0961
-0.0068,0.2845,1.1093
-0.0107,0.2787,1.1064
-0.0082,0.2806,1.1157
-0.0092,0.2796,1.1142
-0.0102,0.2806,1.1181
-0.0063,0.283,1.103
-0.0024,0.2953,1.0853
0.0026,0.3006,1.0668
0.0084,0.3045,1.0506
0.0133,0.3075,1.0389
0.0255,0.3163,1.0013
0.0328,0.3221,0.9891
0.0455,0.3167,0.9671
0.0509,0.3172,0.9539
0.0592,0.3153,0.9388
0.0651,0.3065,0.9168
0.0778,0.3031,0.8982
0.0807,0.3001,0.8904
0.0914,0.2957,0.8836
0.0953,0.2957,0.8826
0.1046,0.2923,0.8948
0.1066,0.2938,0.8997
0.1159,0.2865,0.9139
0.1135,0.284,0.9226
0.1115,0.2806,0.9275
0.1091,0.2791,0.9363
0.1051,0.2718,0.9524
0.0885,0.2669,0.9641
0.0817,0.2616,0.9768
0.0714,0.2567,0.9783
0.0631,0.2586,0.9847
0.0504,0.2547,0.9754
0.0441,0.2586,0.9617
0.0387,0.266,0.9505
0.0363,0.2708,0.93
0.0353,0.2762,0.9095
0.0353,0.284,0.9007
0.0358,0.2938,0.8909
0.0367,0.2987,0.8753
0.0407,0.2992,0.8674
0.0524,0.3016,0.8679
0.0607,0.2962,0.8694
0.0743,0.2943,0.8728
0.0773,0.2953,0.8777
0.0787,0.2918,0.8767
0.0836,0.287,0.8831
0.0914,0.2816,0.887
0.0895,0.2752,0.8953
0.089,0.2777,0.9012
0.0895,0.2747,0.9139
0.0861,0.2738,0.9192
0.0866,0.2723,0.9285
0.0851,0.2704,0.9373
0.0836,0.2723,0.9456
0.0846,0.2718,0.9554
0.0792,0.2718,0.9568
0.0817,0.2689,0.9505
0.0822,0.2699,0.9466
0.0783,0.2655,0.9466
0.0714,0.2669,0.9466
0.0714,0.2616,0.9353
0.066,0.2635,0.9256
0.068,0.2606,0.9207
0.067,0.2616,0.9124
0.0665,0.2606,0.9021
0.0646,0.2611,0.8997
0.0602,0.2601,0.8943
0.0617,0.2616,0.8963
0.0641,0.2694,0.8899
0.068,0.2733,0.8943
0.0734,0.2723,0.8953
0.0753,0.2743,0.8968
0.0665,0.2777,0.8933
0.0656,0.2767,0.9012
0.0626,0.2757,0.9085
0.0582,0.2767,0.9226
0.0548,0.2767,0.9295
0.0407,0.2796,0.9402
0.0304,0.2752,0.9485
0.0236,0.2772,0.95
0.0192,0.2777,0.9441
0.0216,0.2821,0.9417
0.0226,0.285,0.9236
0.0245,0.2879,0.9197
0.0309,0.2909,0.9007
0.0338,0.2918,0.8933
0.0377,0.2957,0.8758
0.046,0.2928,0.8571
0.0534,0.2953,0.8469
0.0553,0.2953,0.8401
0.0602,0.2909,0.8371
0.0621,0.2894,0.8366
0.0626,0.285,0.8415
0.0636,0.285,0.8415
0.0646,0.2752,0.8571
0.0577,0.2772,0.8596
0.0519,0.2733,0.864
0.0602,0.2728,0.8792
0.0568,0.2718,0.8889
0.0597,0.2772,0.9036
0.0504,0.2811,0.9231
0.0436,0.2845,0.9348
0.0421,0.2821,0.9373
0.0324,0.2884,0.9407
0.0265,0.2904,0.9446
0.025,0.2948,0.9417
0.0236,0.3026,0.9412
0.0211,0.3084,0.9427
0.0138,0.3123,0.9388
0.004,0.3187,0.9363
0.0016,0.3226,0.9319
0.0006,0.3241,0.93
-0.0014,0.3314,0.9187
-0.0073,0.3304,0.9168
-0.0048,0.3338,0.9129
0.0026,0.3348,0.9114
0.0065,0.3402,0.9182
0.0167,0.3397,0.9197
0.0241,0.3377,0.9246
0.0299,0.3363,0.9226
0.0455,0.3285,0.9334
0.047,0.327,0.9344
0.0631,0.3192,0.9397
0.0743,0.3114,0.9451
0.0836,0.2972,0.949
0.0905,0.2923,0.9515
0.0988,0.2894,0.9573
0.1071,0.2899,0.9529
0.1193,0.284,0.9568
0.1184,0.2845,0.9622
0.1174,0.286,0.9602
0.1188,0.287,0.9593
0.114,0.285,0.9602
0.112,0.2874,0.9573
0.1012,0.2884,0.9593
0.0939,0.2879,0.9612
0.0841,0.2884,0.9602
0.0743,0.2933,0.9558
0.0475,0.2997,0.951
0.0382,0.306,0.9519
0.026,0.3138,0.9505
0.0226,0.3192,0.948
0.0074,0.3226,0.9407
0.004,0.325,0.9397
-0.0038,0.3285,0.9344
-0.0082,0.3314,0.928
-0.0117,0.3358,0.9241
-0.0063,0.3416,0.9187
0.0006,0.3471,0.9099
0.0045,0.3476,0.907
0.0128,0.3368,0.9139
0.0182,0.3324,0.9134
0.0255,0.3319,0.9085
0.0324,0.328,0.9041
0.047,0.3187,0.9104
0.0529,0.3187,0.906
0.0577,0.3138,0.9055
0.0617,0.3099,0.9055
0.0709,0.307,0.9104
0.0787,0.3026,0.9129
0.09,0.3011,0.9202
0.0953,0.2977,0.9187
0.0988,0.2928,0.9212
0.1051,0.2899,0.9251
0.1081,0.283,0.928
0.113,0.2782,0.9314
0.1169,0.2811,0.9334
0.1149,0.2816,0.9432
0.114,0.2791,0.951
0.1101,0.2821,0.9632
0.1046,0.2879,0.9676
0.1036,0.2894,0.9818
0.0983,0.2982,0.9955
0.088,0.3109,1.015
0.0831,0.3172,1.0253
0.0704,0.3304,1.0433
0.0553,0.3505,1.0506
0.0514,0.352,1.0541
0.0387,0.3627,1.0511
0.0299,0.3632,1.0428
0.028,0.3676,1.0296
0.0255,0.3725,1.0223
0.0255,0.3735,1.0165
0.0182,0.3861,0.9828
0.0172,0.3852,0.9828
0.0148,0.3808,0.9749
0.0157,0.3774,0.9759
0.0143,0.3783,0.9695
0.0221,0.3691,0.9754
0.0226,0.352,0.9828
0.0245,0.3412,0.9891
0.0289,0.3221,1.0062
0.026,0.3006,1.0306
0.0284,0.2923,1.0394
0.0309,0.2835,1.0516
0.0343,0.2684,1.0751
0.0387,0.2611,1.0863
0.0392,0.2513,1.0951
0.0348,0.244,1.1171
0.0328,0.2346,1.1254
0.0324,0.2288,1.145
0.0299,0.2219,1.1537
0.0314,0.2205,1.1557
0.0255,0.2088,1.1596
0.0309,0.2049,1.1591
0.0255,0.1931,1.1537
0.028,0.1848,1.1362
0.0294,0.1873,1.124
0.0289,0.1902,1.1127
0.0299,0.2053,1.0716
0.026,0.2185,1.0516
0.0216,0.2249,1.0438
0.0192,0.2302,1.0379
0.0114,0.2342,1.0121
-0.0048,0.2396,0.9999
-0.019,0.245,0.9891
-0.0273,0.2464,0.9852
-0.038,0.2484,0.9842
-0.0444,0.2489,0.9828
-0.0571,0.2469,0.996
-0.0624,0.244,0.9999
-0.0664,0.2396,1.015
-0.0732,0.2327,1.0223
-0.0707,0.2302,1.0321
-0.0732,0.2283,1.0375
-0.0742,0.219,1.0272
-0.0707,0.2195,1.0267
-0.0693,0.2156,1.0253
-0.0712,0.2141,1.0126
-0.0712,0.2078,0.9999
-0.0698,0.2063,0.9818
-0.0649,0.2078,0.9549
-0.0595,0.2049,0.9475
-0.0561,0.2088,0.9202
-0.0483,0.2219,0.8797
-0.0449,0.2283,0.8601
-0.0371,0.2371,0.8547
-0.0331,0.242,0.8415
-0.0273,0.245,0.8381
-0.0239,0.2508,0.8298
-0.0161,0.2581,0.8298
-0.0117,0.2581,0.8313
-0.0082,0.2591,0.8352
-0.0029,0.2581,0.841
0.0011,0.2537,0.8508
0.0035,0.2454,0.864
0.005,0.2346,0.8792
0.005,0.221,0.8943
0.0074,0.2141,0.906
0.0089,0.2029,0.9187
0.0065,0.2,0.9231
0.007,0.1941,0.93
0.0021,0.1907,0.9295
-0.0019,0.1907,0.928
0.0021,0.1926,0.9285
0.0035,0.1926,0.9295
0.0006,0.2058,0.9202
-0.0019,0.2092,0.9114
-0.0034,0.2288,0.8992
-0.0043,0.2322,0.8992
-0.0038,0.2464,0.8826
-0.0058,0.2523,0.8772
-0.0087,0.264,0.8689
-0.0141,0.2625,0.865
-0.0136,0.2655,0.8645
-0.0146,0.2664,0.8669
-0.0161,0.265,0.8737
-0.0131,0.264,0.8811
-0.0161,0.2625,0.8899
-0.0165,0.2596,0.907
-0.018,0.2562,0.9124
-0.0156,0.2562,0.9148
-0.0102,0.2528,0.9261
-0.0126,0.2533,0.93
-0.0087,0.2484,0.9373
-0.0024,0.2518,0.9485
-0.0053,0.2494,0.9475
-0.0038,0.2479,0.9495
0.0055,0.2489,0.9554
0.004,0.2494,0.9529
0.0021,0.2508,0.9505
0.005,0.2518,0.949
0.0016,0.2508,0.9368
0.004,0.2606,0.9241
0.0045,0.2586,0.9173
0.0045,0.2625,0.9182
0.0006,0.2674,0.9036
-0.0034,0.2747,0.9021
-0.0102,0.2782,0.8919
-0.0102,0.284,0.8953
-0.0131,0.285,0.8914
-0.0175,0.2889,0.8865
-0.0185,0.2938,0.8875
-0.0195,0.2928,0.8885
-0.0161,0.2943,0.886
-0.0219,0.2957,0.8889
-0.0234,0.3001,0.8885
-0.0209,0.2977,0.8909
-0.0209,0.2977,0.8968
-0.0283,0.3036,0.8977
-0.0258,0.3011,0.908
-0.0244,0.2992,0.906
-0.0283,0.3006,0.9099
-0.0209,0.2953,0.9182
-0.019,0.2933,0.9192
-0.0156,0.2909,0.9256
-0.0126,0.2899,0.929
-0.0058,0.2904,0.9295
-0.0053,0.2879,0.9324
0.0021,0.2787,0.9412
0.0074,0.2811,0.9407
0.0079,0.2816,0.9392
0.0094,0.2787,0.9422
0.0157,0.2791,0.95
0.0089,0.2826,0.9485
0.0148,0.285,0.9407
0.0128,0.2835,0.9383
0.0109,0.2884,0.9412
0.0104,0.2938,0.9383
0.004,0.2957,0.9383
0.005,0.305,0.9344
0.0006,0.305,0.9261
-0.0078,0.3143,0.9212
-0.0224,0.327,0.9109
-0.0248,0.3294,0.9099
-0.0405,0.3333,0.906
-0.0493,0.3402,0.9075
-0.0551,0.3476,0.9129
-0.0624,0.3549,0.9153
-0.0654,0.351,0.9241
-0.0644,0.3525,0.9207
-0.0664,0.3539,0.93
-0.0688,0.3515,0.9353
-0.0605,0.3515,0.9363
-0.0605,0.35,0.9417
-0.0483,0.3368,0.9602
-0.0405,0.3241,0.9656
-0.0351,0.3207,0.9676
-0.0356,0.3143,0.971
-0.0302,0.3114,0.972
-0.0234,0.3104,0.9778
-0.0224,0.3055,0.9764
-0.0161,0.3031,0.9833
-0.0141,0.304,0.9818
-0.0146,0.3119,0.9847
-0.0107,0.3099,0.9935
-0.0117,0.3167,0.9945
-0.0117,0.3231,0.9984
-0.0082,0.3294,1.0047
-0.0043,0.3329,1.0003
-0.0038,0.3426,0.9969
-0.0043,0.3471,0.9906
-0.0034,0.3451,0.9872
-0.0053,0.3485,0.9833
-0.0126,0.3441,0.9671
-0.0156,0.3416,0.97
-0.0117,0.3348,0.97
-0.0112,0.327,0.9793
-0.0048,0.3226,0.9862
0.0001,0.3065,0.9994
0.0065,0.2943,1.016
0.0065,0.2894,1.0272
0.0177,0.2752,1.0404
0.026,0.2606,1.056
0.0387,0.2508,1.0604
0.0514,0.2459,1.0682
0.0602,0.2351,1.0736
0.066,0.2273,1.0638
0.0729,0.2268,1.056
0.0739,0.2268,1.0526
0.0822,0.2288,1.0458
0.0836,0.2298,1.0414
0.0841,0.2293,1.0336
0.0763,0.2327,1.0253
0.0704,0.2425,1.0126
0.069,0.2459,1.0057
0.0475,0.2552,0.9989
0.0407,0.2635,0.9945
0.0221,0.2728,0.9916
0.0094,0.2777,0.993
0.007,0.2835,0.994
0.0031,0.2855,0.9945
-0.0175,0.2874,1.0008
-0.0322,0.285,1.0155
-0.038,0.2821,1.0213
-0.0444,0.2777,1.0272
-0.0493,0.2664,1.0409
-0.0414,0.2494,1.058
-0.039,0.242,1.0619
-0.0317,0.2396,1.0638
-0.0175,0.2312,1.0746
-0.0063,0.2249,1.076
0.0035,0.2205,1.0731
0.0245,0.2122,1.0746
0.0314,0.2117,1.0702
0.0485,0.2044,1.0629
0.0651,0.2024,1.0467
0.0675,0.199,1.0414
0.068,0.1961,1.0282
0.0724,0.2019,1.0072
0.0714,0.1995,0.9872
0.0675,0.2068,0.9739
0.0534,0.2122,0.9456
0.0416,0.2249,0.9236
0.0197,0.2445,0.8982
0.0177,0.2533,0.8948
0.0094,0.2621,0.8831
0.0065,0.2635,0.8802
0.0035,0.2708,0.8836
-0.0014,0.2767,0.8855
-0.0102,0.285,0.8919
-0.0146,0.2874,0.9041
-0.019,0.2865,0.9139
-0.0195,0.284,0.9182
-0.0209,0.284,0.9231
-0.0117,0.2782,0.9353
-0.0009,0.2669,0.9383
0.0143,0.2581,0.9392
0.0162,0.2528,0.9363
0.0338,0.2469,0.9348
0.0455,0.2391,0.9324
0.0656,0.2317,0.9285
0.0704,0.2288,0.9265
0.0875,0.2234,0.9178
0.0924,0.2215,0.9163
0.0993,0.2185,0.9163
0.1002,0.221,0.9187
0.1036,0.2171,0.9217
0.1007,0.2146,0.9231
0.1022,0.2107,0.9334
0.0924,0.2127,0.9471
0.088,0.2088,0.9539
0.068,0.2112,0.97
0.0524,0.2112,0.9778
0.0343,0.2073,0.9852
0.0241,0.2132,0.9857
0.0192,0.2107,0.9881
0.0055,0.2205,0.9823
-0.0043,0.2229,0.9842
-0.0165,0.2244,0.9744
-0.0214,0.2278,0.971
-0.0229,0.2371,0.9646
-0.0292,0.245,0.9544
-0.0278,0.2528,0.9451
-0.0195,0.2591,0.9329
-0.0107,0.264,0.9231
0.0006,0.265,0.9163
0.0074,0.2669,0.9114
0.0211,0.2704,0.9031
0.0294,0.2645,0.8968
0.0397,0.2621,0.8894
0.047,0.2586,0.8846
0.0441,0.2586,0.8782
0.048,0.2513,0.8782
0.0494,0.2542,0.8767
0.0436,0.2528,0.8737
0.0402,0.2518,0.8733
0.0392,0.2586,0.8698
0.0343,0.2625,0.8728
0.027,0.2733,0.8758
0.0182,0.2782,0.8767
0.0192,0.2801,0.8782
0.0094,0.2879,0.8767
0.0055,0.2894,0.8782
0.0016,0.2957,0.8821
-0.0034,0.2982,0.8841
-0.0004,0.3016,0.8899
-0.0038,0.3021,0.8909
-0.0058,0.2997,0.9012
-0.0048,0.2997,0.9012
0.0011,0.2997,0.906
0.0045,0.2982,0.906
0.0065,0.2953,0.9046
0.0157,0.2904,0.9046
0.0231,0.2914,0.9055
0.0289,0.2904,0.9046
0.0402,0.2879,0.9036
0.0485,0.286,0.9031
0.0617,0.2894,0.8992
0.07,0.2889,0.8924
0.0734,0.2855,0.8924
0.0739,0.2826,0.8875
0.0827,0.2811,0.8826
0.0836,0.283,0.8836
0.0787,0.2806,0.8924
0.0709,0.2894,0.8943
0.07,0.2948,0.8982
0.066,0.3011,0.8992
0.0646,0.306,0.906
0.0607,0.3192,0.9153
0.0553,0.326,0.9158
0.0514,0.3319,0.927
0.0446,0.3329,0.9305
0.0446,0.3373,0.93
0.0455,0.3407,0.9275
0.0421,0.3446,0.9261
0.0416,0.3397,0.9236
0.0411,0.3407,0.9217
0.045,0.3481,0.9236
0.0465,0.3426,0.9197
0.045,0.3515,0.9182
0.046,0.3505,0.9173
0.0441,0.3549,0.9134
0.0485,0.3505,0.9021
0.0411,0.3539,0.8992
0.0431,0.3539,0.8894
0.0436,0.3515,0.8836
0.0431,0.351,0.8737
0.046,0.3564,0.8654
0.0436,0.3549,0.8654
0.0382,0.3549,0.8625
0.0382,0.352,0.8703
0.0314,0.3534,0.8762
0.0275,0.3485,0.8836
0.025,0.3471,0.8914
0.0197,0.3461,0.9012
0.0206,0.349,0.9099
0.0182,0.3466,0.9114
0.0167,0.3461,0.9187
0.0187,0.3466,0.9275
0.0153,0.3451,0.9368
0.0153,0.3446,0.9422
0.0216,0.3461,0.9588
0.0201,0.3461,0.9583
0.0206,0.3382,0.9734
0.0236,0.3319,0.9813
0.0275,0.3231,0.9886
0.0304,0.3192,0.9911
0.0353,0.3104,0.9935
0.0416,0.3021,1.0072
0.0455,0.3006,1.0077
0.0509,0.2928,1.0101
0.0636,0.2855,1.0126
0.0665,0.2821,1.0194
0.0748,0.2752,1.0248
0.0758,0.2728,1.0292
0.0822,0.2733,1.0233
0.0914,0.2743,1.0287
0.0949,0.2713,1.0336
0.0963,0.2708,1.0345
0.0934,0.2704,1.0345
0.0944,0.2743,1.035
0.0856,0.2816,1.0292
0.0714,0.2928,1.0174
0.0665,0.2982,1.013
0.0553,0.3026,1.0013
0.049,0.3099,0.995
0.0407,0.3148,0.9876
0.0245,0.3221,0.9656
0.0157,0.3255,0.9593
0.005,0.3304,0.9402
-0.0151,0.3314,0.9226
-0.0371,0.3314,0.9085
-0.0546,0.3329,0.9041
-0.0615,0.3343,0.9007
-0.0668,0.3353,0.8977
-0.0668,0.3402,0.8943
-0.0678,0.3368,0.8968
-0.0776,0.3333,0.9026
-0.0751,0.3255,0.907
-0.0683,0.3167,0.9168
-0.0673,0.3109,0.9202
-0.062,0.2977,0.9324
-0.0502,0.2704,0.9602
-0.0449,0.2596,0.9754
-0.0356,0.2523,0.9872
-0.0229,0.243,1.013
-0.0053,0.2361,1.0399
-0.0019,0.2302,1.0487
0.0114,0.2195,1.0687
0.0094,0.2122,1.0804
0.0153,0.2029,1.0932
0.0211,0.1863,1.1049
0.0289,0.1721,1.1215
0.028,0.1663,1.1347
0.0372,0.1638,1.1337
0.0407,0.159,1.1391
0.0411,0.1546,1.142
0.0446,0.1585,1.1347
0.0534,0.1633,1.1293
0.0612,0.1677,1.12
0.0626,0.1707,1.1127
0.069,0.1883,1.0712
0.0656,0.1907,1.0629
0.0724,0.2083,1.0311
0.0729,0.2117,1.0184
0.0675,0.2263,0.9955
0.0646,0.2283,0.9876
0.0597,0.2346,0.9783
0.0514,0.242,0.9685
0.0446,0.2489,0.9666
0.0397,0.2508,0.9641
0.0289,0.2557,0.9666
0.0284,0.2581,0.9666
0.028,0.2577,0.9676
0.0211,0.2581,0.9641
0.0157,0.2591,0.9612
0.0133,0.2586,0.9646
0.0104,0.2591,0.9632
0.0084,0.2537,0.9583
0.0026,0.2547,0.9515
0.006,0.2508,0.9485
0.0065,0.2508,0.9363
0.0099,0.245,0.9265
0.0128,0.2445,0.927
0.0177,0.2445,0.9222
0.0157,0.242,0.9197
0.0177,0.2406,0.9099
0.0167,0.2376,0.9129
0.0177,0.2376,0.9041
0.0138,0.2332,0.8948
0.0109,0.2371,0.8914
0.0001,0.2381,0.8875
-0.0058,0.2366,0.8841
-0.0214,0.2401,0.8909
-0.0268,0.2371,0.8948
-0.038,0.2337,0.9046
-0.0473,0.2312,0.9329
-0.0541,0.2302,0.9417
-0.059,0.2322,0.9549
-0.0639,0.2259,0.9783
-0.0654,0.2215,0.9901
-0.0703,0.2161,1.0072
-0.0712,0.2146,1.0169
-0.0732,0.2088,1.0267
-0.0722,0.2049,1.0355
-0.0712,0.2,1.0433
-0.0693,0.2014,1.0472
-0.0668,0.1956,1.0502
-0.0649,0.1946,1.0521
-0.062,0.1868,1.0546
-0.0566,0.1839,1.0472
-0.0507,0.1795,1.0423
-0.0444,0.1795,1.0345
-0.04,0.178,1.0272
-0.0322,0.1746,1.0086
-0.0117,0.1873,0.9588
-0.0092,0.1917,0.9461
-0.0053,0.1966,0.9241
-0.0087,0.2005,0.8997
-0.0175,0.2014,0.8816
-0.0239,0.2117,0.8674
-0.0336,0.2156,0.8567
-0.0473,0.2278,0.8596
-0.0497,0.2356,0.8669
-0.0629,0.2401,0.8748
-0.0678,0.2454,0.8811
-0.0756,0.2489,0.8919
-0.082,0.2518,0.906
-0.0903,0.2528,0.9139
-0.0976,0.2581,0.928
-0.0986,0.2611,0.9353
-0.0991,0.264,0.9412
-0.0927,0.2562,0.9378
-0.0932,0.2611,0.9324
-0.0864,0.2611,0.9231
-0.0722,0.2572,0.9168
-0.0668,0.2586,0.9051
-0.062,0.2586,0.9016
-0.0454,0.2591,0.8919
-0.0331,0.2616,0.8816
-0.0239,0.2577,0.8772
-0.0058,0.2557,0.8669
-0.0019,0.2533,0.864
0.0016,0.2533,0.8698
-0.0034,0.2494,0.8782
-0.0029,0.2484,0.8821
-0.0038,0.2513,0.885
-0.0073,0.2537,0.8899
-0.0078,0.2567,0.8968
-0.0117,0.2669,0.9046
-0.0165,0.2679,0.906
-0.0161,0.2645,0.9099
-0.019,0.2684,0.9143
-0.0239,0.2747,0.9212
-0.0312,0.2757,0.9251
-0.0292,0.2787,0.9256
-0.0327,0.2874,0.9334
-0.0317,0.285,0.9392
-0.0351,0.2884,0.9461
-0.0327,0.2884,0.9475
-0.0307,0.2889,0.9549
-0.038,0.2899,0.9524
-0.0327,0.2899,0.9544
-0.0317,0.2909,0.949
-0.0253,0.2923,0.9495
-0.0234,0.2918,0.9461
-0.0151,0.2953,0.9417
-0.0073,0.2977,0.9314
-0.0092,0.3026,0.9285
-0.0019,0.3055,0.9158
-0.0053,0.3089,0.9134
-0.0019,0.3128,0.9109
-0.0019,0.3128,0.9104
-0.0087,0.3167,0.908
-0.0024,0.3167,0.9065
-0.0102,0.3207,0.909
-0.0117,0.3172,0.9099
-0.0136,0.3216,0.9168
-0.0146,0.326,0.9207
-0.0161,0.325,0.9373
-0.0195,0.3246,0.9373
-0.0229,0.3246,0.949
-0.0244,0.3231,0.9549
-0.0268,0.3231,0.9607
-0.0317,0.3226,0.9661
-0.0371,0.3231,0.9813
-0.0336,0.3221,0.9803
-0.0429,0.3221,0.9828
-0.0419,0.3216,0.9872
-0.0434,0.3163,0.9828
-0.0419,0.3192,0.9823
-0.0454,0.3182,0.9813
-0.0405,0.3114,0.9783
-0.038,0.3138,0.9788
-0.0385,0.3143,0.9764
-0.0307,0.3109,0.9695
-0.0307,0.304,0.971
-0.0273,0.3045,0.972
-0.0253,0.2997,0.9739
-0.0209,0.2933,0.9764
-0.0234,0.2884,0.9773
-0.02,0.2811,0.9818
-0.0248,0.2782,0.9842
-0.0209,0.2718,0.9852
-0.02,0.2718,0.9896
-0.0141,0.2699,0.9896
-0.0121,0.265,0.9906
-0.0102,0.2689,0.9901
-0.0141,0.2694,0.9925
-0.0121,0.2718,0.9881
-0.0102,0.2674,0.9911
-0.0078,0.2728,0.9989
-0.0131,0.2708,0.9979
-0.0165,0.2713,1.0038
-0.02,0.2718,1.0111
-0.0146,0.2684,1.013
-0.0165,0.2713,1.0189
-0.017,0.2718,1.0204
-0.018,0.2738,1.0233
-0.018,0.2767,1.0257
-0.0156,0.2772,1.0287
-0.0126,0.2791,1.0248
-0.0121,0.283,1.0257
-0.0121,0.286,1.0194
-0.0087,0.2899,1.0174
-0.0097,0.2918,1.0165
-0.0053,0.2948,1.0072
-0.0014,0.3001,1.0047
0.0026,0.3045,0.9979
0.0084,0.308,0.9857
0.0079,0.308,0.9818
0.0148,0.3099,0.9754
0.0221,0.3158,0.9695
0.0284,0.3202,0.9549
0.0348,0.3207,0.9475
0.0333,0.3177,0.9451
0.048,0.3255,0.9397
0.0524,0.3265,0.9358
0.0543,0.3265,0.9368
0.0602,0.3265,0.9378
0.066,0.3241,0.9412
0.0607,0.3192,0.9436
0.0651,0.3163,0.9412
0.0763,0.2928,0.9558
0.0787,0.2826,0.9627
0.0802,0.2777,0.9666
0.0797,0.2586,0.9788
0.0758,0.2547,0.9896
0.0753,0.2381,1.0057
0.0719,0.2244,1.0218
0.0704,0.2156,1.0458
0.0631,0.2112,1.0614
0.0621,0.2058,1.0731
0.0553,0.2024,1.0809
0.0602,0.2009,1.0907
0.0524,0.1956,1.1049
0.0421,0.1912,1.1132
0.0387,0.1853,1.1191
0.0353,0.1819,1.1205
0.026,0.179,1.1171
0.0241,0.176,1.1225
0.0284,0.1731,1.1171
0.0284,0.1726,1.1108
0.026,0.1673,1.0991
0.0294,0.1712,1.0888
0.0343,0.1731,1.079
0.045,0.1721,1.0629
0.0494,0.1824,1.034
0.0543,0.1839,1.0204
0.0626,0.1902,0.9872
0.0651,0.1975,0.9744
0.068,0.1956,0.9539
0.0675,0.2005,0.9466
0.0621,0.2039,0.9285
0.0636,0.2044,0.9212
0.0597,0.2083,0.9148
0.0626,0.2102,0.909
0.0582,0.2215,0.9085
0.0499,0.2244,0.9095
0.0475,0.2298,0.9095
0.0455,0.2351,0.908
0.0392,0.2381,0.9104
0.0328,0.2469,0.909
0.0284,0.2474,0.9129
0.025,0.2542,0.9099
0.0241,0.2586,0.9104
0.0211,0.2591,0.9055
0.0192,0.2606,0.9046
0.0153,0.2635,0.9031
0.0187,0.2669,0.8982
0.0167,0.265,0.9002
0.0221,0.2645,0.9012
0.0265,0.2625,0.8953
0.0309,0.2606,0.8919
0.0363,0.2577,0.8929
0.0431,0.2557,0.8987
0.0514,0.2523,0.9016
0.0538,0.2435,0.907
0.0587,0.2366,0.9134
0.0612,0.2259,0.9192
0.0563,0.2205,0.928
0.0573,0.2151,0.9334
0.0582,0.2088,0.9407
0.0626,0.2092,0.9446
0.0621,0.2029,0.9515
0.0636,0.2024,0.9632
0.0631,0.2029,0.9632
0.0485,0.2029,0.9695
0.0402,0.199,0.9725
0.0319,0.1985,0.972
0.028,0.2,0.9764
0.0231,0.2024,0.9739
0.0153,0.2068,0.9646
0.0109,0.2156,0.9656
0.0079,0.2161,0.9612
0.0045,0.22,0.9549
0.0065,0.219,0.9539
0.0074,0.2229,0.9519
0.0021,0.2332,0.9397
0.0045,0.2356,0.9305
0.0045,0.2406,0.9236
0.006,0.2411,0.9197
0.0089,0.2435,0.9168
0.0206,0.2464,0.9031
0.025,0.2459,0.8958
0.026,0.2484,0.8899
0.0314,0.2474,0.8885
0.0348,0.2479,0.8816
0.0485,0.2494,0.8753
0.0543,0.2498,0.8737
0.0617,0.2454,0.8659
0.0675,0.2454,0.864
0.0787,0.2464,0.864
0.089,0.245,0.8625
0.0861,0.2474,0.8596
0.089,0.2445,0.865
0.0905,0.2415,0.8625
0.0924,0.2459,0.865
0.0875,0.243,0.8669
0.0817,0.2469,0.8645
0.0783,0.2459,0.8698
0.0641,0.2533,0.8777
0.0519,0.2533,0.8821
0.0485,0.2601,0.885
0.0436,0.2606,0.885
0.027,0.2747,0.8894
0.0211,0.2796,0.8909
0.0162,0.2845,0.8909
0.0157,0.2865,0.8841
0.0094,0.2997,0.8826
0.0065,0.2982,0.8831
0.0104,0.2982,0.8802
0.0079,0.3031,0.8767
0.0065,0.3016,0.8802
0.0079,0.3021,0.8841
0.007,0.2962,0.886
0.007,0.2948,0.8885
0.0065,0.2889,0.9021
0.007,0.2874,0.9065
0.0109,0.283,0.9163
0.0187,0.2743,0.9324
0.0201,0.2723,0.9363
0.0226,0.2708,0.949
0.0265,0.2674,0.9534
0.0333,0.263,0.9612
0.0411,0.2577,0.9681
0.0509,0.2508,0.9754
0.0592,0.2484,0.9768
0.0675,0.2474,0.9798
0.0695,0.2494,0.9813
0.0724,0.2508,0.9783
0.068,0.2567,0.9715
0.0743,0.2645,0.9676
0.0685,0.2718,0.9651
0.0612,0.2757,0.9573
0.0568,0.284,0.9554
0.0524,0.2894,0.9519
